HITId,Input.babel_id1,Input.babel_id2,Input.babel_jaccard,Input.babel_edit,Input.babel_bert,Input.mrpc_quality,Input.mrpc_id1,Input.mrpc_id2,Input.permutation,babel_answer,mrpc_answer,att_answer,babel_sent1,babel_sent2,mrpc_sent1,mrpc_sent2,att_sent1,att_sent2,most_equiv,least_equiv,best_example
3M93N4X8HJMLCQGVXSHGTR1MG4UJSU,248,34,0.956521739130435,14,0,1,545928,545817,AMB,3,5,0,The end of John 's life was the result of his inability to inhale air.,John became dead because he could not take a breath.,"On Sunday , a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded .","On Sunday , a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq .","Volume was moderate at 827.68 million shares, up from 798.95 million at the same point Tuesday.","On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.",M,A,B
3T8DUCXY0M5XLEG10GVTE2J5MIW9TE,285,34,0.956521739130435,14,0,1,1474151,1474190,MAB,1,3,0,Not being able to inhale air resulted in the loss of John 's life.,John became dead because he could not take a breath.,An injured woman co-worker also was hospitalized and was listed in good condition .,"A woman was listed in good condition at Memorial 's HealthPark campus , he said .","The technology-laced Nasdaq Composite Index was up 7.60 points, or 0.46 percent, at 1,653.62.","Both studies are published on Thursday in Nature, the British weekly science journal.",B,A,M
3I4E7AFQ2JYMRQTAMSM63WX8IN8JTJ,286,34,0.956521739130435,14,0,1,1748344,1748330,MBA,5,3,0,Not being able to inhale air resulted in the end of John 's life.,John became dead because he could not take a breath.,"Ms. Cripps-Prawak left last Friday , two days after the department introduced a plan to distribute medical marijuana through doctors ' offices .","The director of the Office of Medical Access , Cindy Cripps-Prawak , left her job after the department introduced a plan to distribute marijuana through doctors ' offices .","On Sunday, a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded.","Next week, John S. Reed, the former Citicorp chief executive who Sunday became interim chairman and chief executive of the exchange, will take up his position.",B,A,B
391JB9X4ZX7DPF98VGL6IX2T34CMKK,379,35,0.956521739130435,14,1,1,2380347,2380299,BAM,5,4,0,The loss of John 's life resulted from him being unable to take a breath.,John became dead because he could not inhale air.,"In the latest top-level shuffle at CNN , Teya Ryan is leaving her post as general manager of U.S. programming , the network announced .","In CNN 's latest move to rejuvenate ratings , the network has ousted Teya Ryan , general manager of U.S. programming .",The findings are published in the November 6 edition of the journal Nature.,Kodak expects earnings of 5 cents to 25 cents a share in the quarter.,B,A,B
3EKTG13IZT2O9LRQGGX7XXF8S4HMLN,385,35,0.956521739130435,14,1,1,3123765,3123720,BMA,5,3,0,The end of John 's life resulted from him being unable to take a breath.,John became dead because he could not inhale air.,"One of the 14 Kurds pointed at the word "" refugee "" in an English / Turkish dictionary .","One man had brandished an English-Turkish dictionary and pointed to the word "" refugee "" .","He was referring to John S. Reed, the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .","She, in turn, occasionally told John that she was still sleeping with an ex-boyfriend, ""Baywatch"" hunk Michael Bergin.",B,A,B
3XUY87HIVOD8F39BGSYMXAUXS97MMP,16,192,0.956521739130435,13,1,1,364462,364510,ABM,5,5,0,John lost his life because he could not take a breath.,Not being able to inhale air was the cause of John 's death.,U.S. prosecutors have arrested more than 130 individuals and have seized more than $ 17 million in a continuing crackdown on Internet fraud and abuse .,More than 130 people have been arrested and $ 17 million worth of property seized in an Internet fraud sweep announced Friday by three U.S. government agencies .,"During a screaming match in 1999, Carolyn told John she was still sleeping with Bergin.",The New Democrats also renewed their commitment to no health-care privatization and no premiums.,M,A,B
3U18MJKL1TL1OZIKF4J87TEL3LDCNX,16,229,0.956521739130435,13,1,1,2370245,2370426,AMB,5,1,2,John lost his life because he could not take a breath.,The result of John 's inability to inhale air was the death of him.,Microsoft says customers can install applications and software on their handset wirelessly or from a PC via USB connection .,Additional applications and software can be downloaded via the phone or from a PC via a USB connection .,Albertsons and Kroger's Ralphs chain locked out their workers in response.,"Short workers had worse hearing than expected by age -- three times more often than taller workers, writes Barrenas.",M,A,B
37ZQELHEQZXEXLUBSTDMAPJXXZHMNP,34,380,0.956521739130435,13,1,1,2226059,2226265,MAB,5,5,0,John became dead because he could not take a breath.,The loss of John 's life resulted from him being unable to inhale air.,"Seven 20- and 21-year-old cadets were ticketed by police for drinking alcohol in an off-campus hotel room early Saturday with two young women , aged 16 and 18 .","Seven 20- and 21-year-old male cadets were caught in an off-campus hotel room early Saturday with two female teens , 16 and 18 years .","On health care, the NDP says there will be no privatization and no health-care premiums.",That is up from $1.14 billion during the same quarter last year.,M,A,M
3YD0MU1NC10OSZTZFJ6S512733N7AF,34,386,0.956521739130435,13,1,1,2986651,2987222,MBA,5,5,0,John became dead because he could not take a breath.,The end of John 's life resulted from him being unable to inhale air.,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks .,The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops .,"Among the workers, the researchers found short workers had worse hearing than expected for their age.",The show does not present a balanced portrayal of the Reagans for CBS and its audience.,M,A,B
3YKP7CX6G1ETB9YRLX6O0CMDLL87BA,192,16,0.956521739130435,13,0,1,3353902,3353811,BAM,5,3,0,Not being able to inhale air was the cause of John 's death.,John lost his life because he could not take a breath.,Retail industry experts predict the next five days will likely make or break Christmas 2003 for many retailers .,"As the holiday shopping season peaks , industry experts predict the coming week could make or break Christmas 2003 for many retailers .",Net revenue rose to $3.99 billion from $3.85 billion during the same quarter last year.,Can someone provide a gigantic family tree from Adam and Eve to Jesus to 2016?,B,A,M
3MXX6RQ9EU4YWGHI24QISK7SBNXP4T,229,16,0.956521739130435,13,0,1,3368666,3368628,BMA,5,3,0,The result of John 's inability to inhale air was the death of him.,John lost his life because he could not take a breath.,"Also Wednesday , a minibus detonated a roadside bomb in a Baghdad traffic tunnel , killing two people and wounding two others , hospital officials said .","Also today , a bomb explosion in a Baghdad traffic tunnel killed one civilian and wounded two others , Iraqi police said .","They said they had concluded that the film failed ""to present a balanced portrayal"" of the Reagans.",California's lost tax revenue was mostly due to international corporate tax shelters.,B,A,B
3EPG8DX9LJPGSZLIG99SXCD6BJSP5Y,380,34,0.956521739130435,13,1,1,798702,798520,ABM,5,4,0,The loss of John 's life resulted from him being unable to inhale air.,John became dead because he could not take a breath.,Waksal has pleaded guilty to securities fraud and is to be sentenced next week .,"Waksal pleaded guilty to insider trading charges last year , and he is scheduled to be sentenced June 10 .",The research firm earlier had forecast an increase of 4.9 percent.,But they don't realize that until it's too late (of course) because they're potential victims.,B,A,B
3P6ENY9P78V0R6I94GKHDCFKUEOHIV,386,34,0.956521739130435,13,1,1,3298856,3298813,AMB,5,4,0,The end of John 's life resulted from him being unable to inhale air.,John became dead because he could not take a breath.,"Nicholas is the uncle of Louima , the Haitian immigrant who was sexually tortured by NYPD cops in 1997 .","Mr. Nicolas is an uncle of Abner Louima , who was tortured by New York City police officers in 1997 .",A 32-count indictment strikes at one of the very top targets in the drug trafficking world.,Shares of Allergan were up 14 cents at $78.40 in late trading on the New York Stock Exchange.,B,A,B
3PKJ68EHDMVWMH2FMY5HPDUK7TDHJ7,35,191,0.954545454545455,18,1,1,1467951,1467932,MAB,5,3,0,John became dead because he could not inhale air.,Not being able to take a breath was the cause of the end of the life of John.,"The updated products include Pylon Pro , Pylon Conduit , Pylon Anywhere , and Pylon Application Server .",The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro .,FRIENDS of Robert De Niro yesterday rallied around him after he was diagnosed with prostate cancer.,Mr Bush arrives on Tuesday on the first state visit by an American President.,B,A,B
359AP8GAGFJCLEQXZX2JBWSV3687CH,175,24,0.947368421052632,13,0,1,3285256,3285386,MBA,5,5,0,Being unable to inhale air was the cause of the death of John.,John 's life ended because he could not breathe.,"Its maker , MedImmune Inc . , based in Gaithersburg , made 4 million to 5 million doses this year .","MedImmune Vaccines , the maker of FluMist , made between 4 million and 5 million doses this year .","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.",Klarman was charged with 16 counts of wire fraud.,M,A,B
3OJX0UFJ0Y6CLRVQ0LL3JY575W39U5,136,321,0.91304347826087,16,1,1,2201275,2201383,BAM,5,4,0,The cause of the loss of John 's life was his inability to take a breath.,Not being able to breathe resulted in John becoming dead.,RAAF officers said yesterday a fully armed F / A-18 Hornet fighter-bomber was positioned to intercept the intruder .,Air Commodore Dave Pietsche said RAAF controllers had positioned a fully armed F / A-18 Hornet fighter to prepare to intercept the aircraft .,The table won't fit through the doorway because it is too wide.,"In addition, the NTSB also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate licenses from using mobile phones while driving.",B,A,M
33P2GD6NRMRRX18X4J5TQSUXMIDHK6,25,371,0.9090909090909092,12,1,1,2472825,2472863,BMA,5,3,0,John 's life ended because he could not take a breath.,The death of John resulted from him not being able to inhale air.,Authorities did not immediately release the identities of the victims pending family notification .,Neither authorities nor Granquist would release identities of the victims pending family notification .,"Jane knocked on the door, and Susan answered it.",He was taken to a hospital for precautionary X-rays on his neck.,B,A,B
36JW4WBR05JGHFGJ38EWAF2SEMWFH2,125,16,0.9047619047619052,13,0,1,2761996,2761977,ABM,4,4,0,John 's inability to inhale air caused the end of the life of him.,John lost his life because he could not take a breath.,"The final report on the investigation could take as long as a year , Engleman said at a news briefing .",Engleman said the final report on the investigation could take as long as a year .,The foxes are getting in at night and attacking the chickens.,"IT is the only vehicle on which established economies will be able to compete, Barrett said.",B,A,M
368IUKXGA47CB3LWLSJXPIR67E3P6E,189,36,0.9,15,1,1,773604,773629,AMB,5,5,0,Not being able to take a breath was the cause of the loss of John 's life.,Being unable to breathe caused John to die.,"The new version , W32 / Sobig.C-mm , had already reached a "" high level "" outbreak status by Monday , according to security analysts .","Security analysts said the new version , W32 / Sobig.C-mm , had already reached a "" high level "" outbreak status by mid-afternoon on Monday .",The city councilmen refused the demonstrators a permit because they advocated violence.,"The first health-care worker in the country to die of SARS was a Filipina-Canadian who contracted the disease at North York General Hospital, the site of the second outbreak.",M,A,B
3B6F54KMR1BEH90R73BAPR50MNUS1Z,65,276,0.9,12,1,1,3372291,3372332,MAB,5,4,0,Being unable to breathe caused the end of the life of John.,Not being able to take a breath resulted in John 's death.,"For the 12-month period ending June 30 , high-speed lines installed in homes and businesses increased by 45 percent .","For the full year period ending June 30 , 2003 , high-speed lines increased by 45 percent .",Bob paid for Charlie's college education because he is very generous.,MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp.,B,A,B
3DFYDSXB2VZ1R38ZMXCG8SJA11FJUA,39,197,0.8947368421052628,16,1,1,2030916,2030876,MBA,5,4,0,Being unable to breathe caused John to become dead.,Not being able to inhale air was the cause of the end of the life of John.,The resolution was approved with no debate by delegates at the bar association 's annual meeting here .,"The resolution was approved with no debate by delegates , who met in San Francisco for the bar association 's annual meeting .",Alice was dusting the living room and trying to find the button that Mama had hidden.,"The Standard & Poor's 500 Index slipped 4.77, or 0.5 percent, to 929.62.",M,A,B
3PA41K45VM3VF3Z142OPVWR22PNP7D,1,329,0.8947368421052628,11,1,1,318215,318353,BAM,5,4,0,John died because he was unable to take a breath.,Not being able to inhale air resulted in John becoming dead.,"We feel so strongly about this issue that we are suspending sales and distribution of SCOLinux until these issues are resolved , "" Sontag said .","We feel so strongly about this issue that we are suspending sales and distribution of SCO Linux until these issues are resolved . """,Sam broke both his ankles and he's walking with crutches.,"Its former chief Mickey Robinson was fired for cause when he left in September, the company said.",B,A,B
3OZ4VAIBEWE14IXZRNML4ELTF8OJVZ,109,25,0.8947368421052628,9,0,1,2724265,2724346,BMA,4,2,0,John 's inability to breathe caused the death of him.,John 's life ended because he could not take a breath.,"But Peterson added , "" I don 't know anybody in the conference committee who 's fighting to keep it out completely . ""","But Peterson added , I dont know anybody in the conference committee whos fighting to keep it out completely .","The dog chased the cat, which ran up a tree.","Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie.""",B,M,M
3AJA9FLWSBXGDAR39QWHAR37EZBFIV,100,317,0.8888888888888891,10,1,1,434568,434535,ABM,5,5,0,John 's inability to take a breath caused him to die.,Being unable to inhale air resulted in John becoming dead.,""" While the rest of America grapples with an economic downturn , recession has become a permanent way of life for much of rural America , "" Edwards said in a speech .",""" While the rest of America grapples with an economic downturn , recession has become a permanent way of life for much of rural America . """,Jane gave Joan candy because she wasn't hungry.,"Four versions of Windows operating systems are targeted: Windows NT, Windows 2000, Windows XP and Windows Server 2003.",M,A,B
3CRWSLD91J3WF6UNT8DZPEJ2N9MMO4,400,107,0.882352941176471,10,1,1,498299,498366,AMB,4,4,0,Being unable to take a breath made John die.,John 's inability to inhale air caused him to become dead.,The samples would be used to find genes involved in diseases with particularly high rates among blacks like hypertension and diabetes .,"The samples would be used to find genes involved in diseases that have a particularly high incidence among African-Americans , such as hypertension and diabetes .","I sallied out for a bit of food, more to pass the time than because I wanted it.","The drop in core wholesale prices in April reflected falling prices for cars, trucks, men's and boy's clothes and cigarettes.",M,A,B
385MDVINFBEEJ7X4HXRHQG47MHQJW9,206,370,0.8695652173913041,13,1,1,1617861,1617809,MAB,5,4,0,John 's loss of life was due to his inability to inhale air.,The death of John resulted from him not being able to take a breath.,"Shares of Coke were down 49 cents , or 1.1 percent , at $ 43.52 in early trading Friday on the New York Stock Exchange .","In late morning trading , Coke shares were down 2 cents at $ 43.99 on the New York Stock Exchange .","As Andrea in the crop duster passed over Susan, she could see the landing gear.",National Breast Cancer Centre chief executive Professor Christine Ewan said it was too early to quantify the risk to women.,B,A,B
3RWB1RTQDIMZFH4KE7GV9WNXD9TP80,387,11,0.8636363636363641,13,1,1,3198727,3198674,MBA,5,4,0,The end of John 's life resulted from him not being able to breathe.,John lost his life because he was unable to inhale air.,""" For the same reason Dell and Gateway can get TVs , there 's no reason Wal-Mart can 't get computers , "" said Steve Baker , an analyst with NPD Group .",""" For the same reason Dell and Gateway can get TVs , there 's no reason Wal-Mart can 't get computers , "" Baker said .","Mary tucked her daughter Anne into bed, so that she could sleep.","Also weighing on the market was news that General Motors GM.N planned to issue $10 billion in debt, in part to plug a hole in its pension plan.",M,A,B
3ZTE0JGGCDRJ6KIWGJJLMIEQTVICOC,28,268,0.857142857142857,13,1,1,1755837,1755939,BAM,5,5,0,John became dead because he was unable to take a breath.,Being unable to inhale air resulted in the end of John 's life.,"After the Houston event , Bush returned to his Crawford , Texas , ranch , where he will host Italian Prime Minister Silvio Berlusconi on Sunday and Monday .","Bush is spending the weekend at his Crawford ranch , where he will play host to Italian Prime Minister Silvio Berlusconi .","It was a summer afternoon, and the dog was sitting in the middle of the lawn.",The benchmark 10-year Treasury note yield <US10YT=RR> dipped below 4.20 percent on Tuesday.,M,A,B
3RZS0FBRWJ91RKUXVJW0BIJG30ECPT,2,191,0.85,17,1,1,2874755,2874734,BMA,5,2,0,John died because he was unable to inhale air.,Not being able to take a breath was the cause of the end of the life of John.,"Google 's investors include prominent VC firms Kleiner Perkins Caufield & Byers and Sequoia Capital , the paper noted .",Google 's early stage backers in include California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital .,I'm sure that my map will show this building.,Forecasters said warnings might go up for Cuba later Thursday.,B,A,B
3UUSLRKAUK2MQ6WBZTXUV2ADO6K7DH,238,405,0.85,13,0,1,809733,809493,ABM,4,4,0,The death of John was the result of his inability to take a breath.,Being unable to inhale air made John lose his life.,"They described the abductor as a Hispanic man in his 30s or early 40s , 5-feet-2 to 5-feet-5 , weighing about 160 pounds .","They described the intruder as being in his 30s to early 40s , from 5-feet-2 to 5-feet-5-inches tall , weighing about 160 pounds .","We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim.","Common side effects include nasal congestion, runny nose, sore throat and cough, the FDA said.",M,A,B
3XQ4XW3OD8BL6UINQ7BOUAF5ET8S2G,114,374,0.85,11,0,1,3100597,3100573,AMB,5,3,0,John 's inability to take a breath caused his death.,John 's loss of life resulted from him being unable to inhale air.,""" PeopleSoft management entrenchment tactics continue to destroy the value of the company for its shareholders , "" said Deborah Lilienthal , an Oracle spokeswoman .",""" PeopleSoft 's management 's entrenchment tactics continue to destroy the value of the company for its shareholders , "" Oracle spokeswoman Jennifer Glass said Tuesday .",Fred watched TV while George went out to buy groceries.,"The index, which measures activity in the service sector, climbed to 50.7 last month from 47.9 in March.",B,A,A
34XASH8KLPLE066O88QEEEOSXEIMPL,324,3,0.842105263157895,13,1,1,770328,770414,MAB,5,4,0,Not being able to take a breath resulted in John 's life ending.,John died because he was not able to breathe.,The Herald reported on Tuesday that internet developer Bruce Simpson was building a missile from parts ordered over the internet and shipped through Customs .,A home handyman is building a missile in his garage with parts bought over the internet and shipped through Customs .,This book introduced Shakespeare to Ovid; it was a major influence on his writing.,"The report forecasts there will be 71,079 hot spots worldwide this year, up from just 14,752 in 2002 and 1,214 in 2001.",B,A,M
3AXFSPQOYPXC8LB9R8HHMSI7RE0FJ7,123,270,0.842105263157895,11,1,1,2613351,2613442,MBA,5,5,0,John 's inability to inhale air caused the loss of his life.,Not being able to breathe resulted in John 's death.,Another recent study shows that about 12 million adults have been diagnosed with diabetes and an additional 5 million adults have it but do not know it .,Another recent study found that 12 million adults have been diagnosed with diabetes and another 5 million adults have the condition but don 't know it .,"Mark told Pete many lies about himself, which Pete included in his book.","A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study.",M,A,B
3FCO4VKOZ3CRICABVO8E1KSYOIL7EA,15,256,0.833333333333333,12,1,1,2332632,2333026,BAM,5,5,2,John lost his life because he could not breathe.,Being unable to breathe resulted in the end of John 's life.,"Police then called a bomb squad , but the device exploded , killing Wells , before bomb technicians arrived .","While waiting for a bomb squad to arrive , the bomb exploded , killing Wells .",Jim signaled the barman and gestured toward his empty glass.,State radio said it was the last test before the missile was delivered to the armed forces.,B,A,B
388CL5C1RIM2H7QFPJHU5S7CBIIHL9,417,360,0.833333333333333,11,1,1,1669281,1669232,BMA,5,4,0,Not being able to inhale air made John lose his life.,John 's death resulted from him being unable to breathe.,"U.S. Wireless restated its financial results when fraud was uncovered , increasing its fiscal year 2000 loss to $ 17 million from $ 11 million .","After the fraud was discovered , San Ramon-based U.S. Wireless restated its financial results , increasing its fiscal year 2000 loss from $ 11.4 million to $ 17.7 million .","Susan knew that Ann's son had been in a car accident, because she told her about it.","After Hughes refused to rehire Hernandez, he complained to the Equal Employment Opportunity Commission.",B,A,B
3ABAOCJ4R73Z0I738L53EJE22A4MQC,39,207,0.823529411764706,12,0,1,2927334,2927592,ABM,5,5,0,Being unable to breathe caused John to become dead.,The loss of John 's life was due to his inability to breathe.,The significant highs Beijing chalked up before APEC was China 's first space mission on October 15 .,One of the significant highs Beijing chalked up before APEC was Chinas first space mission on Oct 15 .,"The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.","Garner said the self-proclaimed mayor of Baghdad, Mohammed Mohsen al-Zubaidi, was released after two days in coalition custody.",B,A,M
3EN4YVUOUBRT872UR2N3SZIEVJWJX2,431,308,0.823529411764706,10,1,1,881734,882010,AMB,5,5,0,John 's inability to inhale air made him become dead.,Being unable to breathe resulted in John 's life ending.,"Police said yesterday they believe Mr. Cruz knew of the girl through one of her former schoolmates , though neither the girl nor her family knew him .","Police said on Monday they believed Cruz knew of the fourth-grade girl through one of her former schoolmates , although neither the girl nor her family knew him .","Equally swoon-worthy is C.K. Dexter Haven, a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at his feet.",The recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels.,M,A,B
3OB6JN3A9POZCJM3L0U3J9O7YW6MRD,230,323,0.818181818181818,13,1,1,1381338,1380512,MAB,5,5,0,The result of John 's inability to inhale air was his loss of life.,Not being able to take a breath resulted in John losing his life.,"These men "" are entitled to respect for their private lives , "" Kennedy said .",""" The petitioners are entitled to respect for their private lives . ""","If you received a check from Donald Knuth, what did you do and why did you get it?",John couldn't see the stage with Billy in front of him because he is so short.,B,A,B
3D3B8GE891QZTMNUJZM99SI8XFBP9P,270,104,0.8125,9,1,1,1995534,1995506,MBA,5,3,0,Not being able to breathe resulted in John 's death.,John 's inability to inhale air caused him to die.,"Former South African Archbishop Desmond Tutu said Sunday he did not see what "" all the fuss "" was over appointing a gay bishop , but urged homosexual clergy to remain celibate .","South Africa 's Nobel laureate Archbishop Desmond Tutu says he does not understand all the fuss about appointing a gay bishop , but he has urged homosexual clergy to remain celibate .","If a die is rolled, what is the probability that the number is greater than 4?",Tatyana knew that Grandma always enjoyed serving an abundance of food to her guests.,M,A,B
3X878VYTIDHJOQA7QZSKJ2DY0J07FS,319,245,0.80952380952381,14,1,1,1907420,1907308,BAM,5,4,0,Not being able to breathe resulted in John losing his life.,The loss of John 's life was the result of his inability to inhale air.,"In an E-mail statement to the Knoxville News Sentinel , Shumaker said , ' ' I am not giving any consideration to resignation .","I am not giving any consideration to resignation , "" Shumaker said in a statement .",How does an IQ test work and what is determined from an IQ test?,The police arrested all of the gang members.,B,A,B
3Z33IC0JCZLCY6KQ5BV8FK7QJ3C9VU,402,194,0.80952380952381,12,1,1,345686,345704,BMA,5,5,0,Being unable to take a breath made John 's life end.,Not being able to inhale air was the cause of John 's loss of life.,"EDS said that it was "" responding to a subpoena and providing documents and information to the SEC "" .","EDS is "" in the process of responding to a subpoena and providing documents and information to the SEC , "" the company said .",Who are the best technology recruiters in San Diego and Orange County?,Steve follows Fred's example in everything. He influences him hugely.,M,A,B
3W5PY7V3UO6I8CS4WY95BDPNXPQJY8,330,247,0.8,14,0,1,356716,356884,ABM,5,5,0,John 's inability to breathe resulted in him dying.,The end of John 's life was the result of his inability to take a breath.,"Moroccan police have arrested 33 suspects , including some linked to the radical Djihad Salafist group , a government official said .","In a series of raids , Moroccan police arrested 33 suspects Saturday , including some linked to the radical Djihad Salafist group , a senior government official said .","What are some misconceptions, and truths that are believed about Iran?","When Tatyana reached the cabin, her mother was sleeping.",B,A,M
3EQPA8A373VID229SKBOPKYP3JUJZZ,87,421,0.8,12,1,1,2030918,2030878,AMB,5,5,0,Not being able to take a breath caused the loss of John 's life.,John 's inability to breathe made him lose his life.,"It is essential that proceedings against accused terrorists both be fair and appear fair to outside observers , he said .","It is essential that the proceedings against accused terrorists be fair -- and appear to be so to outside observers , Sonnett said .","I don't remember my password, phone number nor my login details of my previous Yahoo email account.","George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.",M,A,M
3K3IX1W4S5QDY5XZB5095NTS3XTPA4,12,384,0.8,10,1,1,172945,172742,MAB,5,4,0,John lost his life because he was not able to breathe.,The end of John 's life resulted from him being unable to breathe.,"The ruling ``is so wrong that we are extremely confident that it will not withstand our appeal to the Sixth Circuit , ' ' Taubman Centers said in a statement .","The statement concluded , "" This ruling is so wrong that we are extremely confident that it will not withstand our appeal "" to the 6th U.S. Circuit Court .",What are some good ways for international students in the USA to overcome culture shock?,John was jogging through the park when he saw a man juggling watermelons.,M,B,A
3TRB893CSI9P2Q621JY21NDA1Y07GR,141,20,0.7894736842105259,14,1,1,1171278,1171385,MBA,5,3,0,The cause of the end of the life of John was his inability to breathe.,John 's life ended because he was unable to inhale air.,Express Scripts ESRX.O shares fell 3.6 percent to close at $ 66.89 on the Nasdaq .,Shares of Express Scripts ESRX.O fell about 4 percent to $ 66.73 on the Nasdaq in late morning trade .,"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Borodino?",I couldn't put the pot on the shelf because it was too tall.,B,A,B
3O71U79SRAOBDYMG0PU89JT3KYPMS1,79,263,0.7894736842105259,12,1,1,2130580,2130592,BAM,5,5,0,Not being able to breathe caused the death of John.,Being unable to take a breath resulted in the end of the life of John.,Fighting erupted after four North Korean journalists confronted a dozen South Korean activists protesting human rights abuses in the North outside the main media centre .,Trouble flared when at least four North Korean reporters rushed from the Taegu media centre to confront a dozen activists protesting against human rights abuses in the North .,"You own a restaurant, what will be your online marketing promotion/strategies to stand out?","Tatyana watched as Grandma gathered her small mother into a wide, scrawny embrace.",B,A,M
3XDSWAMB21RMRWVCVWBPBN9Q8W0CQK,261,47,0.7894736842105259,11,1,1,2228840,2228717,BMA,5,4,0,Being unable to take a breath resulted in the loss of John 's life.,Being unable to inhale air caused John to become dead.,"The last time the survey was conducted , in 1995 , those numbers matched .","In 1995 , the last survey , those numbers were equal .",What do you think of Prime Minister Narendra Modi's decision to introduce new INR 500 and INR 2000 currency notes?,At the Loebner competition the judges couldn't figure out which respondents were the chatbots because they were so advanced.,B,M,M
3HFWPF5AK8IARCE6U7PTDKKXK78S3R,396,52,0.7857142857142858,8,1,1,1088243,1088213,ABM,5,3,0,Being unable to breathe made John die.,Not being able to take a breath caused John to die.,The company said industrywide sales of consumer film in China during April and May were nearly half of the amount sold during the same two months a year ago .,It said sales of film in China during April and May were about half the amount sold in the year-ago period .,How will Donald Trump getting elected as the President of the United States affect the relations of the USA and India?,I took the water bottle out of the backpack so that it would be lighter.,B,A,B
3BDORL6HKJCM3XAC8B0PGDJV4I2CRL,88,108,0.7777777777777779,12,1,1,2425362,2425341,AMB,5,1,0,Not being able to take a breath caused the end of John 's life.,John 's inability to breathe caused his death.,A company spokeswoman declined to say how much Qwest receives in annual revenue from government contracts .,"A Qwest spokeswoman , Kate Varden , declined to say how much in sales the company received from the United States government .",Do the new Apple AirPods headphones work with Android?,The table won't fit through the doorway because it is too narrow.,B,M,A
3J9L0X0VDELPDVKVVL041MQ4QCE9W4,360,146,0.7777777777777779,11,0,1,1822303,1822336,MAB,5,5,0,John 's death resulted from him being unable to breathe.,John 's inability to breathe was the cause of his loss of life.,"The Bush administration should make public the fact about Saudi Arabia 's complicity with terrorists rather than worry about offending the kingdom , lawmakers said Sunday .","The Bush administration should make public facts about purported Saudi Arabian complicity with terrorists rather than worry about offending the kingdom , several legislators said yesterday .","What is the angle made by the minute hand and the hour hand, if the clock shows 8:30 pm?",I took the water bottle out of the backpack so that it would be handy.,M,A,M
3O2Y2UIUCPT7J5HR9THTN7IK630FK6,175,83,0.7777777777777779,8,1,1,1277464,1277496,MBA,5,1,0,Being unable to inhale air was the cause of the death of John.,Not being able to breathe caused the end of the life of John.,"Tuition at the six two-year community colleges will leap by $ 300 , to $ 2,800 .","And tuition at two-year community colleges jumps $ 300 , or 12 percent , to $ 2,800 .",How can I reduce my belly fat taking into account the fact that I hardly get any time to exercise?,The firemen arrived after the police because they were coming from so far away.,B,A,B
3RIHDBQ1NDXMNP80PVI955M1BN8HMB,3,272,0.7647058823529409,12,0,1,1201425,1201329,BAM,5,4,0,John died because he was not able to breathe.,Not being able to breathe resulted in John 's loss of life.,"For the week ended June 15 , a total of 28.2 million DVDs were rented in the United States , compared with 27.3 million VHS cassettes .","The Video Software Dealers Association said 28.2 million DVDs were rented out last week , compared to 27.3 million VHS cassettes .",What can I do now that Picasa is fully integrated into Google+ Photos?,Frank was upset with Tom because the toaster he had sold him didn't work.,B,A,B
3XEDXEGFX2NGM1216BY8K0VG01BK07,216,49,0.7647058823529409,10,0,1,1590814,1590976,BMA,5,4,0,The result of John 's inability to breathe was his death.,Not being able to breathe caused John to lose his life.,"Global Crossing wants documents related to the regulatory-approval process and information on XO employee Carl Griver , who used to work for Global Crossing .","Global Crossing wants documents related to the regulatory-approval process and information on XO Chief Executive Carl J. Grivner , who used to be Global Crossing & apos ; s chief operating officer .","How long, on average, is the duration of a televised college basketball game?",I poured water from the bottle into the cup until it was empty.,M,A,B
