,Source File,Sentence Pair,Word Counts,Gold Standard Value,Edit Distance,Jaccard Distance,BLEU Metric Score
371,test-STS,"['Fifty-seven senators, including 24 Republicans, have signed the letter.', 'Of those who signed the letter, 57 are senators, including 24 Republicans.\n']","[9, 12]",4.923,13,0.4375,0.84
372,test-STS,"['The shares represent more than half the 115.9 million shares Turner held at the end of April, according to Bloomberg data.', 'The sale represents about 52 per cent of the 115.9 million shares Mr Turner held at the end of April.\n']","[21, 20]",3.8,13,0.5714285714285714,0.7735978970904458
373,test-STS,"['Five more human cases of West Nile virus, were reported by the Mesa County Health Department on Wednesday.', 'As of this week, 103 human West Nile cases in 45 counties had been reported to the health department.\n']","[18, 19]",2.6,19,0.71875,0.8107129742897902
374,test-STS,"['Mr. Manuel and his group entered the United States by walking across the bridge linking Matamoros and Brownsville.', 'Manuel and his group entered the US the same way thousands of people do every day, by walking across the bridge between Matamoros and Brownsville.\n']","[18, 25]",4.0,13,0.5357142857142857,0.7210884353741497
375,test-STS,"['Under NASD regulations, Mr. Young can file a response and request a hearing before an NASD panel.', 'The analyst, already let go by Merrill, can request a hearing before a NASD panel.\n']","[17, 15]",3.0,11,0.625,0.7124681535982854
376,test-STS,"['Its keywords are supported by Chinese language Web portals.', 'Chinese language Web portals also support 3721 keywords, the Web site said.\n']","[9, 12]",3.2,12,0.6470588235294118,0.7368421052631579
377,test-STS,"['The president began his speech by acknowledging the terrorist attacks in Saudi Arabia that killed at least 29 people, including seven Americans.', 'Bush, however, also lashed out at the terrorist bombings in Saudi Arabia that killed at least 29 people -- including a number of Americans.\n']","[22, 24]",3.2,13,0.5588235294117647,0.8329996071711268
378,test-STS,"['Sirius carries National Public Radio, although it doesn\'t include popular shows such as ""All Things Considered"" and ""Morning Edition.""', ""Sirius recently began carrying National Public Radio, a deal pooh-poohed by XM because it doesn't include popular shows like All Things Considered and Morning Edition.\n""]","[19, 25]",3.4,15,0.47058823529411764,0.75
379,test-STS,"['""I´m very proud of the citizens of this state,"" Gov. John Baldacci said after votes from Tuesday´s referendum were counted.', '""I\'m very proud of the citizens of this state,"" said Gov. John Baldacci, a casino foe.\n']","[20, 16]",3.2,11,0.4642857142857143,0.6307405874855632
380,test-STS,"['Among three major candidates, Schwarzenegger is wining the battle for independents and crossover voters.', 'Schwarzenegger picks up more independents and crossover voters than Bustamante.\n']","[14, 10]",3.4,12,0.7142857142857143,0.6759966263720676
381,test-STS,"['He will replace Ron Dittemore, who announced his resignation April 23.', 'Dittemore announced his plans to resign on April 23.\n']","[11, 9]",2.6,10,0.6470588235294118,0.6982200292031697
382,test-STS,"['Selenski had previously spent seven years in prison on a bank robbery conviction.', 'Selenski had served about seven years in prison for bank robbery.\n']","[13, 11]",4.571,5,0.47058823529411764,0.7363471464166841
383,test-STS,"['Maddox, 87, cracked two ribs when he fell about 10 days ago at an assisted living home where he was recovering from intestinal surgery, Virginia Carnes said.', 'Maddox, who had battled cancer since 1983, cracked two ribs earlier this month when he fell at an assisted living home where he was recovering from surgery.\n']","[27, 27]",3.4,18,0.4864864864864865,0.8853503184713376
384,test-STS,"[""Graham, a presidential candidate, was criticized by several Republicans as ''politicizing'' the report."", 'Graham, who co-chaired the inquiry, is a presidential candidate.\n']","[13, 9]",2.25,15,0.6666666666666666,0.5144493918542996
385,test-STS,"['In 2002, Linksys overtook Cisco Systems as the leading wireless equipment vendor, accounting for 14.1 percent of revenue.', 'Rolfe said Linksys overtook Cisco Systems last year as the leading supplier of WLAN equipment.\n']","[18, 15]",3.5,15,0.6153846153846154,0.6564939145204973
386,test-STS,"['Schools that fail to meet state goals for three years in a row must offer tutoring in addition to transfers.', ""Schools that don't meet the testing goals for two years in a row must offer transfers.\n""]","[20, 16]",2.75,9,0.4583333333333333,0.7584558945357857
387,test-STS,"['Tampering with medicine has been so lucrative that many of those arrested lived in million-dollar homes.', 'Tampering with medicine apparently was so lucrative, investigators said, that many of the suspects lived in million-dollar homes.\n']","[16, 18]",4.75,8,0.4583333333333333,0.7769230769230769
388,test-STS,"['The consensus estimate of analysts polled by Thomson First Call called for a profit of $1.70 per share.', 'Analysts polled by Reuters Research, a unit of Reuters Group Plc, on average forecast profit of $1.69 per share.\n']","[18, 19]",2.5,17,0.7,0.7522123893805309
389,test-STS,"['Initial autopsy reports show they died of dehydration, hyperthermia and suffocation.', 'Two more died later, and initial autopsy reports show they succumbed to dehydration, hypothermia and suffocation.\n']","[11, 16]",3.25,10,0.5,0.7192982456140351
390,test-STS,"['Mr Howard said he also had faith in the system under which Hicks could be tried.', 'Mr Howard also said yesterday that Hicks would be fairly treated, saying he had faith in the US justice system.\n']","[16, 20]",4.5,18,0.5,0.6964285714285714
391,test-STS,"['Mahmud controlled access to Saddam for everyone but immediate family members, Pentagon officials said.', 'Mahmud controlled access to Saddam and was frequently at his side.\n']","[14, 11]",3.5,10,0.7272727272727273,0.5576933873265604
392,test-STS,"['Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool.', 'People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants, said Pinal County Sheriff Roger Vanderpool.\n']","[22, 23]",3.167,8,0.4666666666666667,0.8357142857142857
393,test-STS,"['The trial, featuring 125 witnesses, could continue until the start of 2004.', 'The trial, which could last until early 2004, is expected to hear the first of 125 witnesses Friday.\n']","[12, 18]",4.5,14,0.5217391304347826,0.6831683168316832
394,test-STS,"['The computers were reportedly located in the U.S., Canada and South Korea.', 'The PCs are scattered across the United States, Canada and South Korea.\n']","[12, 12]",4.75,7,0.6,0.8105037309302904
395,test-STS,"['The vulnerability affects Windows NT 4.0, NT 4.0 Terminal Services Edition, XP and 2000, as well as Windows Server 2003.', 'Microsoft issued a patch for the vulnerability, which affects Windows NT 4.0, Windows NT 4.0 Terminal Services Edition, Windows 2000, Windows XP and Windows Server 2003.\n']","[20, 26]",2.75,14,0.4,0.6882352941176471
396,test-STS,"['The additional contribution brings total U.S. food aid to North Korea this year to 100,000 tonnes.', 'The donation of 60,000 tons brings the total of U.S. contributions for the year to 100,000.\n']","[16, 16]",3.2,13,0.6521739130434783,0.8452140580609592
397,test-STS,"['The European Union banned the import of genetically modified food in 1998; the United States is now demanding that the EU end its ban.', 'The union banned the import of genetically modified food in 1998 after many consumers feared health risks.\n']","[24, 17]",2.6,15,0.6451612903225806,0.6825834414985701
398,test-STS,"['He projected Vanderpool will be available within the next five years.', 'Products featuring Vanderpool will be released within five years, he said.\n']","[11, 11]",4.4,8,0.6111111111111112,0.8
399,test-STS,"[""Annika Sorenstam gets her first opportunity to test that objective this week at the McDonald's LPGA Championship."", ""The appetizer devoured, Annika Sorenstam moves on to the entree this week at the McDonald's LPGA Championship.\n""]","[17, 17]",3.0,11,0.5384615384615384,0.8582694016620489
400,test-STS,"[""The broader Standard & Poor's 500 Index .SPX gained 3 points, or 0.39 percent, at 924."", 'The technology-laced Nasdaq Composite Index <.IXIC> rose 6 points, or 0.41 percent, to 1,498.\n']","[16, 14]",0.944,13,0.7666666666666667,0.6595744680851063
401,test-STS,"[""According to the 2000 Census, Long Beach's Hispanic or Latino population was listed at 35.8 percent."", 'According to the Census Bureau, the Hispanic population increased by 9.8 percent from the April 2000 census figures.\n']","[16, 18]",2.4,15,0.6296296296296297,0.7606837606837606
402,test-STS,"['Authorities appealed to the public Friday to come forward and provide what could be the key to solving the sniper-style shootings that have killed three people outside area convenience stores.', 'Authorities looked to the public yesterday for help in solving the deadly sniper-style shootings of three people outside Charleston-area convenience stores.\n']","[30, 21]",3.8,18,0.6285714285714286,0.7593978702473498
403,test-STS,"['Actor Noah Wyle, who has played Dr. John Carter since the shows inception in 1994, extended his contract with the show through the 2004-2005 season.', 'Noah Wyle, who has played Dr. John Carter since the series launched in 1994, has inked a one-year extension to his deal with producer Warner Bros. TV.\n']","[25, 27]",3.8,16,0.5675675675675675,0.8079470198675497
404,test-STS,"['Cisco has signed similar deals with AT&T Corp. T.N , SBC Communications Inc. SBC.N and Sprint Corp. FON.N .', 'Cisco has similar relationships with BellSouth competitors SBC Communications, AT&T and Sprint Communications.\n']","[19, 13]",4.0,13,0.43478260869565216,0.7387387387387387
405,test-STS,"['The WHO says the latest case does not fit its profile of SARS and is not a public health concern.', 'The WHO has said the Singapore case did not fit its profile of SARS and was ""not an international public health concern.""\n']","[20, 22]",3.8,9,0.4827586206896552,0.7704918032786885
406,test-STS,"['Harris and Klebold killed 12 students and a teacher before taking their own lives on April 20, 1999.', 'Harris and Klebold killed 12 students, a teacher and themselves at the school.\n']","[18, 13]",3.8,11,0.5652173913043478,0.6889471197171597
407,test-STS,"['""We condemn the Governing Council headed by the United States,"" Muqtada al Sadr said in a sermon at a mosque.', '""We condemn and denounce the Governing Council, which is headed by the United States,"" Moqtada al-Sadr said.\n']","[20, 17]",4.2,14,0.5,0.8899082568807339
408,test-STS,"['Second comes HP (27 percent with $2.9 billion, up just 0.4 percent).', 'HP fell to second place with server sales growing 0.4 percent to $2.9 billion.\n']","[12, 14]",4.4,15,0.6521739130434783,0.7088607594936709
409,test-STS,"['In a statement distributed Friday, 28 Chechen non-governmental organizations said they would boycott the vote.', 'In a statement distributed today, 28 Chechen non-governmental organisations said they would boycott the vote and warned voters to expect fraud.\n']","[15, 21]",4.2,8,0.4,0.7430555555555556
410,test-STS,"[""The state's population was 6,080,485 in 2000, according to the U.S. census."", ""Between 1960 and 2000, however, the state's population grew by 30.4 percent to 6,080,485.\n""]","[12, 14]",2.6,17,0.6086956521739131,0.6888888888888889
411,test-STS,"['July 18: Hurlbert files a single count of felony sexual assault against Bryant.', 'Bryant, 24, has been charged with felony sexual assault.\n']","[13, 9]",3.056,11,0.7619047619047619,0.5605322061705239
412,test-STS,"['St. Paul Chairman and Chief Executive Jay S. Fishman, 51, will be CEO of the combined company.', 'Jay Fishman, 51, chairman and chief executive of St Paul, will be chief executive of the combined company.\n']","[17, 18]",4.75,14,0.43478260869565216,0.794392523364486
413,test-STS,"['U.S. forces recently apprehended some 40 suspected foreign militants near the Syrian border and are now interrogating them.', 'The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border, officials said.\n']","[18, 17]",3.5,13,0.6896551724137931,0.8467741935483871
414,test-STS,"[""Instead, Weida decided that Meester's case on charges of rape, sodomy, indecent assault and providing alcohol to minors should proceed to a court-martial."", 'Douglas Meester, 20, is charged with rape, sodomy, indecent assault, and providing alcohol to minors.\n']","[23, 15]",3.25,17,0.6,0.5535064063847545
415,test-STS,"['That compares with a profit of $1 million, or breakeven, on $1.39 billion in revenue during the same period last year.', 'Total revenue for the second quarter was $1.48 billion, up 7% from $1.39 billion in the same period last year.\n']","[21, 20]",1.5,15,0.6470588235294118,0.8543000950754165
416,test-STS,"['They made a similar discovery in Houston on another aircraft, Dallas-based Southwest said in a statement.', 'The airline said a similar discovery was made on the plane in Houston.\n']","[16, 13]",3.4,13,0.5714285714285714,0.6020308363089082
417,test-STS,"['Rosenthal declined comment on the Garrett situation Tuesday but said in a statement: ""We had a big contract negotiation.', 'The show\'s creator and executive producer, Phil Rosenthal, quipped in a statement: ""We had a big contract negotiation.\n']","[19, 18]",3.75,12,0.6129032258064516,0.8416371148598419
418,test-STS,"['With the power back on, state workers headed back to their jobs Friday morning.', 'Pataki said if power was restored, state workers would be back on the job Friday morning.\n']","[14, 16]",2.6,10,0.5652173913043478,0.8111111111111111
419,test-STS,"[""Bolivia's army fought to stop columns of protesters from streaming into the food-starved capital on Wednesday as a popular uprising against the president spread."", ""Bolivia's army fought to stop a column of dynamite-wielding miners from streaming into the besieged capital on Wednesday, leaving two dead as a popular uprising against the President spread.\n""]","[24, 29]",2.8,10,0.38235294117647056,0.7905759162303665
420,test-STS,"['The Nasdaq fell about 1.3% for the month, snapping a seven-month winning streak.', 'The Nasdaq is down roughly 0.4 percent for the month, on track to snap a 7-month streak of gains.\n']","[13, 19]",2.4,13,0.6785714285714286,0.7244897959183674
421,test-STS,"['The report was found Oct. 23, tucked inside an old three-ring binder not related to the investigation.', 'The report was found last week tucked inside a training manual that belonged to Hicks.\n']","[17, 15]",3.2,11,0.7037037037037037,0.7255438276442099
422,test-STS,"['U.S. troops killed nearly two dozen suspected Taliban militants after coming under fire in southern Afghanistan in the latest in a series of such attacks.', 'U.S. soldiers killed about two dozen suspected Taliban militants in southern Afghanistan after their convoy came under attack, the military said Sunday.\n']","[25, 22]",4.0,17,0.5882352941176471,0.9025782075412498
423,test-STS,"['The A920 comes with a printer, scanner, and copier for $89.', ""Dell's Personal All-in-One A920 is an entry-level device that combines printer, scanner and copier functions for $89.\n""]","[11, 17]",3.6,12,0.6,0.4661016949152542
424,test-STS,"['On Saturday, the International Committee of the Red Cross said it was temporarily closing its offices in Baghdad and Basra.', 'The International Committee of the Red Cross, fearful for the safety of its staff operating in Iraq, announced it was temporarily shutting its offices in Baghdad and Basra.\n']","[20, 28]",3.4,18,0.43333333333333335,0.6936416184971098
425,test-STS,"['The Ireland Palestine Solidarity Campaign, of which Mr O Muireagáin was a member, welcomed his release.', 'The Ireland Palestine Solidarity Campaign, of which he was a member, said he was researching a schools exchange project.\n']","[16, 19]",2.4,11,0.5,0.7851239669421488
426,test-STS,"['Glover said the killer used a ""peculiar slipknot"" on the ligature he used to strangle some of the victims.', ""Glover said the killer used a ``peculiar slipknot,'' including a coaxial cable and an extension cord, to strangle some of the victims.\n""]","[19, 22]",3.4,10,0.4074074074074074,0.7333333333333333
427,test-STS,"[""She said Jane Doe's lawyers asked Verizon to withhold her name because she was planning on challenging the subpoena."", 'Jane Doe, deciding to fight the subpoena, asked Verizon to withhold her name.\n']","[19, 13]",3.6,17,0.5416666666666666,0.5592221734100836
428,test-STS,"['It got up on his personal radar screen this past week, I\'ve given him my pitch and he was quite supportive,"" he said.', '""It got up on his personal radar screen in the past week, and I had to get my pitch.\n']","[23, 19]",3.4,16,0.5,0.6782054279332312
429,test-STS,"['In September, a 27-year-old Singapore researcher contracted SARS while working in a laboratory.', 'In a case in August, a 27-year-old laboratory worker in Singapore developed SARS.\n']","[13, 13]",3.4,13,0.5,0.7805412270463878
430,test-STS,"['A number below 50 suggests contraction in the manufacturing sector, while a number above that indicates expansion.', 'A reading above 50 suggests growth in the sector, while a number below that level indicates contraction.\n']","[17, 17]",4.818,7,0.23809523809523808,0.8391830294463017
431,test-STS,"['A lawsuit has been filed in an attempt to block the removal of the Ten Commandments monument from the building.', 'Supporters asked a federal court Monday to block the removal of a Ten Commandments monument from the Alabama Judicial Building.\n']","[20, 20]",3.2,12,0.6428571428571429,0.78125
432,test-STS,"['Britz earned $3.77 million in salary, bonus and other compensation, and Kinney earned $3.76 million.', 'Johnston made $5.8 million in salary and bonus in 2001 as president, and as a part-time adviser earned $1 million in 2002.\n']","[15, 22]",1.4,15,0.6538461538461539,0.6991869918699187
433,test-STS,"['That truck was spotted in the Campbells Creek area, fitting that description, Morris said.', 'A black pickup truck was also seen in the Campbells Creek area, Morris said.\n']","[14, 14]",3.0,9,0.47619047619047616,0.7459259954500795
434,test-STS,"['But in the first 30 seconds after Young entered the ring, the family knew it was an uneven match, Meyers said.', ""But in the first 30 seconds of the bout, family members knew it was an uneven match, Jodie Meyers, Stacy Young's sister, said.\n""]","[21, 23]",4.2,13,0.35714285714285715,0.8188976377952756
435,test-STS,"['Chairman Michael Powell and FCC colleagues at the Wednesday hearing.', 'FCC chief Michael Powell presides over hearing Monday.\n']","[10, 8]",3.2,9,0.6666666666666666,0.6746581101643423
436,test-STS,"['The Dow Jones Industrial Average was up 0.3 per cent at 9,886.75, while the Nasdaq Composite index was 0.4 per cent higher at 1,986.97.', 'On Wall Street, the Dow Jones Industrial Average rose 0.5 per cent at 9,905.8 and the Nasdaq Composite added 0.7 per cent at 1,995.1.\n']","[24, 24]",1.8,16,0.625,0.8370138446694576
437,test-STS,"['Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.', 'Tehran has made it clear it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.\n']","[27, 23]",3.8,9,0.3333333333333333,0.7163249593774654
438,test-STS,"['Congress twice before passed similar restrictions only to see President Bill Clinton veto them.', 'Congress twice passed similar bills, but then-President Clinton vetoed them both times.\n']","[14, 12]",4.6,10,0.6818181818181818,0.8080940350906605
439,test-STS,"['But I would rather be talking about high standards than low standards.""', '""I would rather be talking about positive numbers rather than negative.\n']","[12, 11]",2.8,7,0.5294117647058824,0.8055555555555556
440,test-STS,"['Under the program, U.S. officials work with foreign port authorities to identify, target and search high-risk cargo.', 'Under the program, US officials work with foreign port authorities to seek out high-risk cargo before it can reach the United States.\n']","[17, 22]",4.25,12,0.5,0.8208955223880597
441,test-STS,"['Niels told an interviewer in 1999 he thought the Old Man would outlive him by many years.', 'In 1999, two years before his death, Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years.\n']","[17, 24]",3.0,15,0.5172413793103449,0.6590909090909091
442,test-STS,"['One, Capt. Doug McDonald, remained hospitalized in critical condition on Thursday.', 'Her 20-year-old sister, Allyson, was severely burned and remained hospitalized in critical condition.\n']","[11, 13]",0.75,11,0.6666666666666666,0.6764705882352942
443,test-STS,"['On Wednesday, the total of National Guard and Reserve members called to active duty worldwide stood at 154,603.', 'As of yesterday, the total number of National Guard and Reserve troops called to duty worldwide stood at 154,603.\n']","[18, 19]",4.0,6,0.3333333333333333,0.8771929824561403
444,test-STS,"['During a period of nearly a decade, Telemarketing Associates raised more than $7 million.', 'Telemarketing Associates, hired by VietNow, raised $7.1 million from 1987 to 1995.\n']","[14, 12]",3.6,15,0.7083333333333334,0.7397263027140467
445,test-STS,"[""The bodies of former Invercargill man Warren Campbell, 32, and climbing companion Jonathan Smith, 47, were recovered from below Mt D'Archiac late yesterday morning."", ""Warren David Campbell, 32, and climbing companion Jonathan Smith, 47, did not return as expected on Tuesday from climbing on Mt D'Archiac in the McKenzie District.\n""]","[24, 26]",2.2,20,0.631578947368421,0.823170731707317
446,test-STS,"['Mr. Geoghan had been living in a protective custody unit since being transferred to the prison on April 3.', 'He had been in protective custody since being transferred to Souza-Baranowski in April, officials said.\n']","[19, 15]",2.8,11,0.56,0.8017404019290119
447,test-STS,"['The 2000 Democratic platform supported ""the full inclusion of gay and lesbian families in the life of the nation.""', 'The Democrat\'s 2000 platform didn\'t explicitly support gay marriages but backed ""the full inclusion of gay and lesbian families into the life of the nation.""\n']","[19, 25]",3.2,12,0.4482758620689655,0.7215189873417721
448,test-STS,"['Its shares fell 71 cents, or 3.5 percent, in after-hours trading to $19.55.', 'The stock had risen 63 cents, or 3 percent, to close at $20.26 in regular-session Nasdaq trading.\n']","[13, 17]",1.25,15,0.6666666666666666,0.6530612244897959
449,test-STS,"['Singapore reported no suspected SARS cases Wednesday, but officials quarantined 70 people who had contact with the Taiwanese patient.', 'Still, Singapore quarantined 70 people who had been in close contact with the scientist.\n']","[19, 14]",3.0,14,0.5769230769230769,0.5893876891704537
450,test-STS,"['A former candidate for governor of New York, he styled himself an advocate of better corporate governance.', 'Mr. McCall, who ran unsuccessfully for governor of New York in 2002, styled himself an advocate of better corporate governance.\n']","[17, 20]",3.25,9,0.44,0.7734375
451,test-STS,"['Hundreds of reporters and photographers swamped the courthouse grounds before the hearing, which was carried live on national cable networks.', 'Hundreds of reporters and photographers swamped the town and the short hearing involving the five-time All-Star was carried live on national cable networks.\n']","[20, 23]",3.0,8,0.38461538461538464,0.8280254777070064
452,test-STS,"[""AMD's chip sales jumped 7 percent year-on-year to $402 million."", 'Second-quarter sales grew 7 percent, to $645 million from $600 million in 2002.\n']","[10, 13]",2.2,12,0.6666666666666666,0.625
453,test-STS,"['Downstream at Mount Vernon, the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight, Burke said.', 'The Skagit was expected to crest during the night at 38 feet at Mount Vernon, 10 feet above flood stage, the National Weather Service said.\n']","[24, 25]",3.0,21,0.4838709677419355,0.8285714285714286
454,test-STS,"['FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations, U.S. officials said on Thursday.', 'A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations.\n']","[27, 24]",4.6,22,0.5428571428571428,0.75031655307587
455,test-STS,"[""Shelia Chaney Wilson seemed agitated when she came to help prepare for Turner Monumental A.M.E. Church's upcoming 104th anniversary celebration, worshippers said."", ""Congregants of Turner Monumental AME Church said Shelia Chaney Wilson, 43, was agitated when she came to the church, in the Kirkwood neighborhood on the city's east side.\n""]","[22, 28]",3.6,26,0.6153846153846154,0.8070175438596491
456,test-STS,"['He was the Ace of Diamonds in a pack of cards depicting Iraqi fugitives that has been issued to U.S. troops.', 'He was the ace of diamonds in a U.S. deck of cards showing pictures of most-wanted Iraqi leaders.\n']","[21, 18]",4.0,14,0.6428571428571429,0.8200647935960275
457,test-STS,"['Miodrag Zivkovic, of the Liberal Alliance of Montenegro, won 31 percent of the vote, while the independent Dragan Hajdukovic got 4 percent.', 'A pro-independence radical, Miodrag Zivkovic, of the Liberal Alliance, came in second with 31 percent of the vote.\n']","[22, 18]",3.0,18,0.5769230769230769,0.7481223937201835
458,test-STS,"['So far, Georgia has been returned all but $70,000 of the money it wired.', 'Georgia has received all but $70,000 of its money back with the help of the FBI.\n']","[14, 16]",3.75,13,0.5652173913043478,0.7777777777777778
459,test-STS,"['Yeager said the suspect in the Target attack showed tendencies of being a prior offender.', 'Yeager said the incident appeared to be isolated, but the suspect showed tendencies of being a prior offender.\n']","[15, 18]",3.714,9,0.45454545454545453,0.7747747747747747
460,test-STS,"[""The island nation reported 65 new cases on May 22, a one day record, and 55 new cases on May 23, making Taiwan's epidemic the fastest-growing in the world."", ""Taiwan reported 65 new cases on May 22, a one-day record, and 55 new cases on May 23, making its epidemic the world's fastest-growing.\n""]","[29, 24]",5.0,11,0.27586206896551724,0.8495284922875809
461,test-STS,"['Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat.', 'Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat, and he immediately appealed the decision.\n']","[19, 23]",3.2,9,0.34615384615384615,0.762589928057554
462,test-STS,"['Half of the women were given a daily dose of the drug and half took a placebo.', 'Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo.\n']","[17, 20]",3.2,13,0.5652173913043478,0.6083333333333333
463,test-STS,"['On Monday, the Dow declined 5.25, or 0.1 percent, at 8,983.80, having shed 2.3 percent last week.', 'In early trading, the Dow Jones industrial average was down 39.94, or 0.4 percent, at 8,945.50, having slipped 3.61 points Monday.\n']","[17, 21]",1.6,16,0.71875,0.6564885496183206
464,test-STS,"['The 30-year bond US30YT=RR dipped 14/32 for a yield of 4.26 percent from 4.23 percent.', 'The 30-year bond US30YT=RR lost 16/32, taking its yield to 4.20 percent from 4.18 percent.\n']","[15, 15]",3.333,8,0.6521739130434783,0.8241758241758241
465,test-STS,"['The injured were taken to hospitals in Jefferson City and Columbia, a college town about 30 miles to the north.', 'The injured were taken to hospitals in Jefferson City and Columbia, about 48km north; their conditions were not immediately available.\n']","[20, 20]",4.0,10,0.4642857142857143,0.8
466,test-STS,"['When police removed the four from the home, they weighed 136 pounds combined.', 'Each boy weighed less than 50 pounds when they were removed from the home Oct. 10.\n']","[13, 16]",3.0,16,0.6521739130434783,0.7710843373493976
467,test-STS,"['The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent.', 'Against the Swiss franc the dollar was at 1.3289 francs, up 0.5 percent on the day.\n']","[13, 16]",1.333,14,0.6521739130434783,0.7619047619047619
468,test-STS,"['While the Ibrahims had one separation operation, Goodrich and Dr. David Staffenberg plan about three for the Aguirres, with several weeks between each.', 'Instead of one long operation to separate the twins, Goodrich and Dr. David Staffenberg plan about three, with several weeks between each.\n']","[23, 22]",3.6,12,0.4,0.8710961256704322
469,test-STS,"['The company has expanded into providing other services for buyers, including payment services.', 'The company has expanded those basic services, offering payment and even financing.\n']","[13, 12]",4.2,9,0.6,0.8032164275678562
470,test-STS,"['The blasts killed two people and injured more than 150 others.', 'The Atlanta Olympic Games attack killed one woman and injured more than 100 other people.\n']","[11, 15]",1.8,9,0.6,0.6444444444444445
471,test-STS,"['In 2001, President Bush named Kathy Gregg to the Student Loan Marketing Association board of directors.', 'In 2001, President Bush named her to the Student Loan Marketing Association, the largest U.S. lender for students.\n']","[16, 18]",3.231,9,0.4583333333333333,0.808695652173913
472,test-STS,"[""The Boston Archdiocese has faced waves of scandal that have not only angered victims' advocates but parishioners and some priests."", ""The waves of scandal angered not only victims' advocates but parishioners and some priests, to the point that Law could no longer run the archdiocese.\n""]","[20, 25]",3.0,19,0.46875,0.8145695364238411
473,test-STS,"['A federal magistrate in Fort Lauderdale ordered him held without bail.', 'Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale, Fla.\n']","[11, 15]",3.0,15,0.55,0.6808510638297872
474,test-STS,"[""The department's position threatens to alienate social conservatives, who have provided strong political support for Mr. Ashcroft and President Bush."", ""The department's stance disappointed some abortion opponents, and it threatens to alienate social conservatives who have provided strong political support for Ashcroft and President Bush.\n""]","[20, 25]",3.75,10,0.27586206896551724,0.7819148936170213
475,test-STS,"[""South Africa has the world's highest caseload with 4.7 million people infected with HIV or AIDS."", ""With 4.7 million people infected with HIV or AIDS, South Africa has the world's highest AIDS caseload.\n""]","[16, 17]",5.0,18,0.10526315789473684,0.9223300970873787
476,test-STS,"['In that position, Elias will report to Joe Tucci, president and CEO of EMC.', ""As executive vice president of new ventures, Elias will report to Joe Tucci, EMC's president and chief executive.\n""]","[14, 18]",3.4,12,0.4782608695652174,0.5964912280701754
477,test-STS,"['The new Army Commander is the Masaka Armoured Brigade commanding officer, Brigadier Aronda Nyakairima who is now promoted to major general.', 'PRESIDENT Yoweri Museveni has promoted Brigadier Aronda Nyakairima to Major General and named him Army Commander.\n']","[21, 16]",3.2,20,0.7419354838709677,0.7115026213735771
478,test-STS,"['""If that ain\'t a Democrat, I must be at the wrong meeting,"" he said.', 'And if that ain\'t a Democrat, then I must be in the wrong meeting,"" he said to thunderous applause from his supporters.\n']","[14, 22]",3.4,10,0.4482758620689655,0.55
479,test-STS,"['Mailblocks was founded five years after WebTV was acquired by Microsoft for $425 million.', 'WebTV was sold to Microsoft in 1997 for $425 million and today is called MSN TV.\n']","[14, 16]",2.8,16,0.68,0.7270010792854089
480,test-STS,"['""It\'s a major victory for Maine, and it\'s a major victory for other states.', 'The Maine program could be a model for other states.\n']","[14, 10]",2.8,13,0.6842105263157895,0.49832300935131807
481,test-STS,"[""In addition to O'Connor, Rehnquist's majority opinion was joined by Justices David Souter, Ruth Bader Ginsburg, and Stephen Breyer."", ""Joining him in the majority opinion were Justices Sandra Day O'Connor, David H. Souter, Ruth Bader Ginsburg and Stephen G. Breyer.\n""]","[19, 21]",3.6,16,0.5483870967741935,0.8702290076335878
482,test-STS,"['The Metropolitan Transportation Authority was given two weeks to restore the $1.50 fare and the old commuter railroad rates, York declared.', 'The Metropolitan Transportation Authority, which plans to appeal, was given until May 28 to restore the old subway and bus fare and the old commuter railroad rates.\n']","[21, 27]",2.8,16,0.45161290322580644,0.7636363636363637
483,test-STS,"['The Embraer jets are scheduled to be delivered by September 2006.', 'The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006.\n']","[11, 14]",3.0,8,0.5,0.651685393258427
484,test-STS,"['""Today, we are trying to convey this problem to Russian President Vladimir Putin and US President George W Bush.""', '""Today, we are trying to convey this problem to Russian President Vladimir Putin (news - web sites) and President Bush (news - web sites).""\n']","[19, 24]",4.6,14,0.3333333333333333,0.7571428571428571
